volume,time,tollgate_direction
25,2016-10-03 22:40:00,T3D0
3,2016-10-03 23:00:00,T1D1
37,2016-10-03 23:00:00,T1D0
4,2016-10-03 23:00:00,T3D1
26,2016-10-03 23:00:00,T3D0
1,2016-10-03 23:00:00,T2D0
5,2016-10-03 23:20:00,T1D1
20,2016-10-03 23:20:00,T1D0
1,2016-10-03 23:20:00,T3D1
21,2016-10-03 23:20:00,T3D0
2,2016-10-03 23:20:00,T2D0
5,2016-10-03 23:40:00,T1D1
21,2016-10-03 23:40:00,T1D0
16,2016-10-03 23:40:00,T3D0
1,2016-10-03 23:40:00,T2D0
29,2016-10-04 00:00:00,T1D1
10,2016-10-04 00:00:00,T1D0
46,2016-10-04 00:00:00,T3D1
20,2016-10-04 00:00:00,T3D0
1,2016-10-04 00:00:00,T2D0
20,2016-10-04 00:20:00,T1D1
19,2016-10-04 00:20:00,T1D0
35,2016-10-04 00:20:00,T3D1
20,2016-10-04 00:20:00,T3D0
19,2016-10-04 00:40:00,T1D1
14,2016-10-04 00:40:00,T1D0
28,2016-10-04 00:40:00,T3D1
16,2016-10-04 00:40:00,T3D0
2,2016-10-04 01:00:00,T1D1
12,2016-10-04 01:00:00,T1D0
5,2016-10-04 01:00:00,T3D1
18,2016-10-04 01:00:00,T3D0
2,2016-10-04 01:20:00,T1D1
10,2016-10-04 01:20:00,T1D0
28,2016-10-04 01:20:00,T3D0
1,2016-10-04 01:40:00,T1D1
10,2016-10-04 01:40:00,T1D0
1,2016-10-04 01:40:00,T3D1
13,2016-10-04 01:40:00,T3D0
1,2016-10-04 01:40:00,T2D0
5,2016-10-04 02:00:00,T1D1
7,2016-10-04 02:00:00,T1D0
3,2016-10-04 02:00:00,T3D1
12,2016-10-04 02:00:00,T3D0
4,2016-10-04 02:20:00,T1D1
8,2016-10-04 02:20:00,T1D0
6,2016-10-04 02:20:00,T3D1
13,2016-10-04 02:20:00,T3D0
3,2016-10-04 02:40:00,T1D1
6,2016-10-04 02:40:00,T1D0
3,2016-10-04 02:40:00,T3D1
19,2016-10-04 02:40:00,T3D0
5,2016-10-04 03:00:00,T1D1
8,2016-10-04 03:00:00,T1D0
4,2016-10-04 03:00:00,T3D1
13,2016-10-04 03:00:00,T3D0
4,2016-10-04 03:20:00,T1D1
10,2016-10-04 03:20:00,T1D0
4,2016-10-04 03:20:00,T3D1
15,2016-10-04 03:20:00,T3D0
10,2016-10-04 03:40:00,T1D1
11,2016-10-04 03:40:00,T1D0
5,2016-10-04 03:40:00,T3D1
11,2016-10-04 03:40:00,T3D0
1,2016-10-04 03:40:00,T2D0
9,2016-10-04 04:00:00,T1D1
7,2016-10-04 04:00:00,T1D0
6,2016-10-04 04:00:00,T3D1
14,2016-10-04 04:00:00,T3D0
16,2016-10-04 04:20:00,T1D1
10,2016-10-04 04:20:00,T1D0
5,2016-10-04 04:20:00,T3D1
16,2016-10-04 04:20:00,T3D0
12,2016-10-04 04:40:00,T1D1
13,2016-10-04 04:40:00,T1D0
3,2016-10-04 04:40:00,T3D1
9,2016-10-04 04:40:00,T3D0
13,2016-10-04 05:00:00,T1D1
18,2016-10-04 05:00:00,T1D0
8,2016-10-04 05:00:00,T3D1
12,2016-10-04 05:00:00,T3D0
20,2016-10-04 05:20:00,T1D1
27,2016-10-04 05:20:00,T1D0
8,2016-10-04 05:20:00,T3D1
18,2016-10-04 05:20:00,T3D0
1,2016-10-04 05:20:00,T2D0
14,2016-10-04 05:40:00,T1D1
30,2016-10-04 05:40:00,T1D0
8,2016-10-04 05:40:00,T3D1
30,2016-10-04 05:40:00,T3D0
12,2016-10-04 06:00:00,T1D1
40,2016-10-04 06:00:00,T1D0
6,2016-10-04 06:00:00,T3D1
34,2016-10-04 06:00:00,T3D0
24,2016-10-04 06:20:00,T1D1
58,2016-10-04 06:20:00,T1D0
18,2016-10-04 06:20:00,T3D1
41,2016-10-04 06:20:00,T3D0
2,2016-10-04 06:20:00,T2D0
27,2016-10-04 06:40:00,T1D1
82,2016-10-04 06:40:00,T1D0
11,2016-10-04 06:40:00,T3D1
90,2016-10-04 06:40:00,T3D0
2,2016-10-04 06:40:00,T2D0
21,2016-10-04 07:00:00,T1D1
102,2016-10-04 07:00:00,T1D0
6,2016-10-04 07:00:00,T3D1
99,2016-10-04 07:00:00,T3D0
6,2016-10-04 07:00:00,T2D0
24,2016-10-04 07:20:00,T1D1
123,2016-10-04 07:20:00,T1D0
15,2016-10-04 07:20:00,T3D1
94,2016-10-04 07:20:00,T3D0
5,2016-10-04 07:20:00,T2D0
20,2016-10-04 07:40:00,T1D1
135,2016-10-04 07:40:00,T1D0
19,2016-10-04 07:40:00,T3D1
111,2016-10-04 07:40:00,T3D0
7,2016-10-04 07:40:00,T2D0
26,2016-10-04 08:00:00,T1D1
175,2016-10-04 08:00:00,T1D0
15,2016-10-04 08:00:00,T3D1
123,2016-10-04 08:00:00,T3D0
4,2016-10-04 08:00:00,T2D0
20,2016-10-04 08:20:00,T1D1
192,2016-10-04 08:20:00,T1D0
20,2016-10-04 08:20:00,T3D1
132,2016-10-04 08:20:00,T3D0
8,2016-10-04 08:20:00,T2D0
23,2016-10-04 08:40:00,T1D1
215,2016-10-04 08:40:00,T1D0
35,2016-10-04 08:40:00,T3D1
171,2016-10-04 08:40:00,T3D0
8,2016-10-04 08:40:00,T2D0
26,2016-10-04 09:00:00,T1D1
232,2016-10-04 09:00:00,T1D0
26,2016-10-04 09:00:00,T3D1
170,2016-10-04 09:00:00,T3D0
10,2016-10-04 09:00:00,T2D0
20,2016-10-04 09:20:00,T1D1
207,2016-10-04 09:20:00,T1D0
25,2016-10-04 09:20:00,T3D1
149,2016-10-04 09:20:00,T3D0
9,2016-10-04 09:20:00,T2D0
23,2016-10-04 09:40:00,T1D1
229,2016-10-04 09:40:00,T1D0
23,2016-10-04 09:40:00,T3D1
108,2016-10-04 09:40:00,T3D0
11,2016-10-04 09:40:00,T2D0
11,2016-10-04 10:00:00,T1D1
241,2016-10-04 10:00:00,T1D0
17,2016-10-04 10:00:00,T3D1
109,2016-10-04 10:00:00,T3D0
14,2016-10-04 10:00:00,T2D0
23,2016-10-04 10:20:00,T1D1
213,2016-10-04 10:20:00,T1D0
25,2016-10-04 10:20:00,T3D1
141,2016-10-04 10:20:00,T3D0
10,2016-10-04 10:20:00,T2D0
27,2016-10-04 10:40:00,T1D1
224,2016-10-04 10:40:00,T1D0
20,2016-10-04 10:40:00,T3D1
139,2016-10-04 10:40:00,T3D0
10,2016-10-04 10:40:00,T2D0
18,2016-10-04 11:00:00,T1D1
176,2016-10-04 11:00:00,T1D0
16,2016-10-04 11:00:00,T3D1
122,2016-10-04 11:00:00,T3D0
13,2016-10-04 11:00:00,T2D0
18,2016-10-04 11:20:00,T1D1
164,2016-10-04 11:20:00,T1D0
16,2016-10-04 11:20:00,T3D1
112,2016-10-04 11:20:00,T3D0
11,2016-10-04 11:20:00,T2D0
12,2016-10-04 11:40:00,T1D1
151,2016-10-04 11:40:00,T1D0
23,2016-10-04 11:40:00,T3D1
106,2016-10-04 11:40:00,T3D0
8,2016-10-04 11:40:00,T2D0
15,2016-10-04 12:00:00,T1D1
140,2016-10-04 12:00:00,T1D0
22,2016-10-04 12:00:00,T3D1
117,2016-10-04 12:00:00,T3D0
13,2016-10-04 12:00:00,T2D0
19,2016-10-04 12:20:00,T1D1
141,2016-10-04 12:20:00,T1D0
19,2016-10-04 12:20:00,T3D1
107,2016-10-04 12:20:00,T3D0
9,2016-10-04 12:20:00,T2D0
22,2016-10-04 12:40:00,T1D1
167,2016-10-04 12:40:00,T1D0
27,2016-10-04 12:40:00,T3D1
134,2016-10-04 12:40:00,T3D0
5,2016-10-04 12:40:00,T2D0
24,2016-10-04 13:00:00,T1D1
163,2016-10-04 13:00:00,T1D0
8,2016-10-04 13:00:00,T3D1
143,2016-10-04 13:00:00,T3D0
8,2016-10-04 13:00:00,T2D0
25,2016-10-04 13:20:00,T1D1
173,2016-10-04 13:20:00,T1D0
26,2016-10-04 13:20:00,T3D1
147,2016-10-04 13:20:00,T3D0
16,2016-10-04 13:20:00,T2D0
21,2016-10-04 13:40:00,T1D1
138,2016-10-04 13:40:00,T1D0
30,2016-10-04 13:40:00,T3D1
154,2016-10-04 13:40:00,T3D0
8,2016-10-04 13:40:00,T2D0
22,2016-10-04 14:00:00,T1D1
191,2016-10-04 14:00:00,T1D0
23,2016-10-04 14:00:00,T3D1
162,2016-10-04 14:00:00,T3D0
15,2016-10-04 14:00:00,T2D0
23,2016-10-04 14:20:00,T1D1
174,2016-10-04 14:20:00,T1D0
29,2016-10-04 14:20:00,T3D1
173,2016-10-04 14:20:00,T3D0
10,2016-10-04 14:20:00,T2D0
16,2016-10-04 14:40:00,T1D1
196,2016-10-04 14:40:00,T1D0
25,2016-10-04 14:40:00,T3D1
149,2016-10-04 14:40:00,T3D0
21,2016-10-04 14:40:00,T2D0
23,2016-10-04 15:00:00,T1D1
200,2016-10-04 15:00:00,T1D0
19,2016-10-04 15:00:00,T3D1
155,2016-10-04 15:00:00,T3D0
16,2016-10-04 15:00:00,T2D0
20,2016-10-04 15:20:00,T1D1
215,2016-10-04 15:20:00,T1D0
28,2016-10-04 15:20:00,T3D1
149,2016-10-04 15:20:00,T3D0
12,2016-10-04 15:20:00,T2D0
26,2016-10-04 15:40:00,T1D1
189,2016-10-04 15:40:00,T1D0
24,2016-10-04 15:40:00,T3D1
134,2016-10-04 15:40:00,T3D0
13,2016-10-04 15:40:00,T2D0
25,2016-10-04 16:00:00,T1D1
199,2016-10-04 16:00:00,T1D0
16,2016-10-04 16:00:00,T3D1
133,2016-10-04 16:00:00,T3D0
19,2016-10-04 16:00:00,T2D0
16,2016-10-04 16:20:00,T1D1
224,2016-10-04 16:20:00,T1D0
15,2016-10-04 16:20:00,T3D1
142,2016-10-04 16:20:00,T3D0
13,2016-10-04 16:20:00,T2D0
19,2016-10-04 16:40:00,T1D1
216,2016-10-04 16:40:00,T1D0
20,2016-10-04 16:40:00,T3D1
170,2016-10-04 16:40:00,T3D0
12,2016-10-04 16:40:00,T2D0
12,2016-10-04 17:00:00,T1D1
205,2016-10-04 17:00:00,T1D0
8,2016-10-04 17:00:00,T3D1
127,2016-10-04 17:00:00,T3D0
19,2016-10-04 17:00:00,T2D0
18,2016-10-04 17:20:00,T1D1
193,2016-10-04 17:20:00,T1D0
7,2016-10-04 17:20:00,T3D1
95,2016-10-04 17:20:00,T3D0
15,2016-10-04 17:20:00,T2D0
14,2016-10-04 17:40:00,T1D1
173,2016-10-04 17:40:00,T1D0
18,2016-10-04 17:40:00,T3D1
111,2016-10-04 17:40:00,T3D0
8,2016-10-04 17:40:00,T2D0
14,2016-10-04 18:00:00,T1D1
131,2016-10-04 18:00:00,T1D0
15,2016-10-04 18:00:00,T3D1
112,2016-10-04 18:00:00,T3D0
6,2016-10-04 18:00:00,T2D0
11,2016-10-04 18:20:00,T1D1
107,2016-10-04 18:20:00,T1D0
11,2016-10-04 18:20:00,T3D1
85,2016-10-04 18:20:00,T3D0
9,2016-10-04 18:20:00,T2D0
11,2016-10-04 18:40:00,T1D1
111,2016-10-04 18:40:00,T1D0
7,2016-10-04 18:40:00,T3D1
94,2016-10-04 18:40:00,T3D0
7,2016-10-04 18:40:00,T2D0
11,2016-10-04 19:00:00,T1D1
130,2016-10-04 19:00:00,T1D0
18,2016-10-04 19:00:00,T3D1
106,2016-10-04 19:00:00,T3D0
7,2016-10-04 19:00:00,T2D0
9,2016-10-04 19:20:00,T1D1
115,2016-10-04 19:20:00,T1D0
12,2016-10-04 19:20:00,T3D1
77,2016-10-04 19:20:00,T3D0
5,2016-10-04 19:20:00,T2D0
9,2016-10-04 19:40:00,T1D1
123,2016-10-04 19:40:00,T1D0
15,2016-10-04 19:40:00,T3D1
98,2016-10-04 19:40:00,T3D0
8,2016-10-04 19:40:00,T2D0
4,2016-10-04 20:00:00,T1D1
109,2016-10-04 20:00:00,T1D0
9,2016-10-04 20:00:00,T3D1
63,2016-10-04 20:00:00,T3D0
7,2016-10-04 20:00:00,T2D0
6,2016-10-04 20:20:00,T1D1
126,2016-10-04 20:20:00,T1D0
8,2016-10-04 20:20:00,T3D1
70,2016-10-04 20:20:00,T3D0
3,2016-10-04 20:20:00,T2D0
11,2016-10-04 20:40:00,T1D1
86,2016-10-04 20:40:00,T1D0
10,2016-10-04 20:40:00,T3D1
65,2016-10-04 20:40:00,T3D0
6,2016-10-04 20:40:00,T2D0
5,2016-10-04 21:00:00,T1D1
80,2016-10-04 21:00:00,T1D0
5,2016-10-04 21:00:00,T3D1
69,2016-10-04 21:00:00,T3D0
2,2016-10-04 21:00:00,T2D0
10,2016-10-04 21:20:00,T1D1
52,2016-10-04 21:20:00,T1D0
7,2016-10-04 21:20:00,T3D1
56,2016-10-04 21:20:00,T3D0
5,2016-10-04 21:20:00,T2D0
7,2016-10-04 21:40:00,T1D1
47,2016-10-04 21:40:00,T1D0
11,2016-10-04 21:40:00,T3D1
48,2016-10-04 21:40:00,T3D0
6,2016-10-04 22:00:00,T1D1
45,2016-10-04 22:00:00,T1D0
3,2016-10-04 22:00:00,T3D1
31,2016-10-04 22:00:00,T3D0
1,2016-10-04 22:00:00,T2D0
7,2016-10-04 22:20:00,T1D1
39,2016-10-04 22:20:00,T1D0
5,2016-10-04 22:20:00,T3D1
21,2016-10-04 22:20:00,T3D0
1,2016-10-04 22:20:00,T2D0
3,2016-10-04 22:40:00,T1D1
27,2016-10-04 22:40:00,T1D0
6,2016-10-04 22:40:00,T3D1
25,2016-10-04 22:40:00,T3D0
3,2016-10-04 22:40:00,T2D0
4,2016-10-04 23:00:00,T1D1
28,2016-10-04 23:00:00,T1D0
4,2016-10-04 23:00:00,T3D1
36,2016-10-04 23:00:00,T3D0
1,2016-10-04 23:00:00,T2D0
6,2016-10-04 23:20:00,T1D1
16,2016-10-04 23:20:00,T1D0
5,2016-10-04 23:20:00,T3D1
34,2016-10-04 23:20:00,T3D0
6,2016-10-04 23:40:00,T1D1
21,2016-10-04 23:40:00,T1D0
4,2016-10-04 23:40:00,T3D1
15,2016-10-04 23:40:00,T3D0
33,2016-10-05 00:00:00,T1D1
31,2016-10-05 00:00:00,T1D0
41,2016-10-05 00:00:00,T3D1
18,2016-10-05 00:00:00,T3D0
14,2016-10-05 00:20:00,T1D1
18,2016-10-05 00:20:00,T1D0
39,2016-10-05 00:20:00,T3D1
15,2016-10-05 00:20:00,T3D0
17,2016-10-05 00:40:00,T1D1
16,2016-10-05 00:40:00,T1D0
15,2016-10-05 00:40:00,T3D1
17,2016-10-05 00:40:00,T3D0
3,2016-10-05 01:00:00,T1D1
6,2016-10-05 01:00:00,T1D0
1,2016-10-05 01:00:00,T3D1
22,2016-10-05 01:00:00,T3D0
1,2016-10-05 01:00:00,T2D0
4,2016-10-05 01:20:00,T1D1
12,2016-10-05 01:20:00,T1D0
2,2016-10-05 01:20:00,T3D1
27,2016-10-05 01:20:00,T3D0
1,2016-10-05 01:20:00,T2D0
6,2016-10-05 01:40:00,T1D1
7,2016-10-05 01:40:00,T1D0
4,2016-10-05 01:40:00,T3D1
23,2016-10-05 01:40:00,T3D0
1,2016-10-05 01:40:00,T2D0
5,2016-10-05 02:00:00,T1D1
9,2016-10-05 02:00:00,T1D0
5,2016-10-05 02:00:00,T3D1
18,2016-10-05 02:00:00,T3D0
6,2016-10-05 02:20:00,T1D1
13,2016-10-05 02:20:00,T1D0
3,2016-10-05 02:20:00,T3D1
22,2016-10-05 02:20:00,T3D0
5,2016-10-05 02:40:00,T1D1
3,2016-10-05 02:40:00,T1D0
2,2016-10-05 02:40:00,T3D1
22,2016-10-05 02:40:00,T3D0
5,2016-10-05 03:00:00,T1D1
11,2016-10-05 03:00:00,T1D0
4,2016-10-05 03:00:00,T3D1
19,2016-10-05 03:00:00,T3D0
8,2016-10-05 03:20:00,T1D1
5,2016-10-05 03:20:00,T1D0
1,2016-10-05 03:20:00,T3D1
12,2016-10-05 03:20:00,T3D0
11,2016-10-05 03:40:00,T1D1
6,2016-10-05 03:40:00,T1D0
8,2016-10-05 03:40:00,T3D1
7,2016-10-05 03:40:00,T3D0
5,2016-10-05 04:00:00,T1D1
10,2016-10-05 04:00:00,T1D0
1,2016-10-05 04:00:00,T3D1
17,2016-10-05 04:00:00,T3D0
1,2016-10-05 04:00:00,T2D0
7,2016-10-05 04:20:00,T1D1
11,2016-10-05 04:20:00,T1D0
2,2016-10-05 04:20:00,T3D1
15,2016-10-05 04:20:00,T3D0
1,2016-10-05 04:20:00,T2D0
14,2016-10-05 04:40:00,T1D1
22,2016-10-05 04:40:00,T1D0
13,2016-10-05 04:40:00,T3D1
14,2016-10-05 04:40:00,T3D0
2,2016-10-05 04:40:00,T2D0
14,2016-10-05 05:00:00,T1D1
25,2016-10-05 05:00:00,T1D0
6,2016-10-05 05:00:00,T3D1
17,2016-10-05 05:00:00,T3D0
18,2016-10-05 05:20:00,T1D1
23,2016-10-05 05:20:00,T1D0
5,2016-10-05 05:20:00,T3D1
16,2016-10-05 05:20:00,T3D0
18,2016-10-05 05:40:00,T1D1
41,2016-10-05 05:40:00,T1D0
9,2016-10-05 05:40:00,T3D1
25,2016-10-05 05:40:00,T3D0
18,2016-10-05 06:00:00,T1D1
43,2016-10-05 06:00:00,T1D0
13,2016-10-05 06:00:00,T3D1
40,2016-10-05 06:00:00,T3D0
2,2016-10-05 06:00:00,T2D0
28,2016-10-05 06:20:00,T1D1
67,2016-10-05 06:20:00,T1D0
20,2016-10-05 06:20:00,T3D1
68,2016-10-05 06:20:00,T3D0
2,2016-10-05 06:20:00,T2D0
26,2016-10-05 06:40:00,T1D1
86,2016-10-05 06:40:00,T1D0
14,2016-10-05 06:40:00,T3D1
87,2016-10-05 06:40:00,T3D0
23,2016-10-05 07:00:00,T1D1
87,2016-10-05 07:00:00,T1D0
15,2016-10-05 07:00:00,T3D1
104,2016-10-05 07:00:00,T3D0
5,2016-10-05 07:00:00,T2D0
20,2016-10-05 07:20:00,T1D1
102,2016-10-05 07:20:00,T1D0
14,2016-10-05 07:20:00,T3D1
105,2016-10-05 07:20:00,T3D0
4,2016-10-05 07:20:00,T2D0
22,2016-10-05 07:40:00,T1D1
130,2016-10-05 07:40:00,T1D0
12,2016-10-05 07:40:00,T3D1
121,2016-10-05 07:40:00,T3D0
3,2016-10-05 07:40:00,T2D0
16,2016-10-05 08:00:00,T1D1
130,2016-10-05 08:00:00,T1D0
20,2016-10-05 08:00:00,T3D1
150,2016-10-05 08:00:00,T3D0
12,2016-10-05 08:00:00,T2D0
22,2016-10-05 08:20:00,T1D1
192,2016-10-05 08:20:00,T1D0
22,2016-10-05 08:20:00,T3D1
150,2016-10-05 08:20:00,T3D0
15,2016-10-05 08:20:00,T2D0
24,2016-10-05 08:40:00,T1D1
182,2016-10-05 08:40:00,T1D0
24,2016-10-05 08:40:00,T3D1
157,2016-10-05 08:40:00,T3D0
10,2016-10-05 08:40:00,T2D0
15,2016-10-05 09:00:00,T1D1
165,2016-10-05 09:00:00,T1D0
35,2016-10-05 09:00:00,T3D1
149,2016-10-05 09:00:00,T3D0
5,2016-10-05 09:00:00,T2D0
29,2016-10-05 09:20:00,T1D1
188,2016-10-05 09:20:00,T1D0
34,2016-10-05 09:20:00,T3D1
170,2016-10-05 09:20:00,T3D0
14,2016-10-05 09:20:00,T2D0
29,2016-10-05 09:40:00,T1D1
166,2016-10-05 09:40:00,T1D0
20,2016-10-05 09:40:00,T3D1
104,2016-10-05 09:40:00,T3D0
10,2016-10-05 09:40:00,T2D0
19,2016-10-05 10:00:00,T1D1
179,2016-10-05 10:00:00,T1D0
16,2016-10-05 10:00:00,T3D1
120,2016-10-05 10:00:00,T3D0
2,2016-10-05 10:00:00,T2D0
22,2016-10-05 10:20:00,T1D1
212,2016-10-05 10:20:00,T1D0
36,2016-10-05 10:20:00,T3D1
105,2016-10-05 10:20:00,T3D0
10,2016-10-05 10:20:00,T2D0
12,2016-10-05 10:40:00,T1D1
223,2016-10-05 10:40:00,T1D0
28,2016-10-05 10:40:00,T3D1
153,2016-10-05 10:40:00,T3D0
15,2016-10-05 10:40:00,T2D0
23,2016-10-05 11:00:00,T1D1
181,2016-10-05 11:00:00,T1D0
22,2016-10-05 11:00:00,T3D1
173,2016-10-05 11:00:00,T3D0
20,2016-10-05 11:00:00,T2D0
14,2016-10-05 11:20:00,T1D1
180,2016-10-05 11:20:00,T1D0
28,2016-10-05 11:20:00,T3D1
140,2016-10-05 11:20:00,T3D0
11,2016-10-05 11:20:00,T2D0
16,2016-10-05 11:40:00,T1D1
142,2016-10-05 11:40:00,T1D0
13,2016-10-05 11:40:00,T3D1
80,2016-10-05 11:40:00,T3D0
11,2016-10-05 11:40:00,T2D0
22,2016-10-05 12:00:00,T1D1
173,2016-10-05 12:00:00,T1D0
29,2016-10-05 12:00:00,T3D1
89,2016-10-05 12:00:00,T3D0
10,2016-10-05 12:00:00,T2D0
23,2016-10-05 12:20:00,T1D1
131,2016-10-05 12:20:00,T1D0
17,2016-10-05 12:20:00,T3D1
122,2016-10-05 12:20:00,T3D0
5,2016-10-05 12:20:00,T2D0
32,2016-10-05 12:40:00,T1D1
167,2016-10-05 12:40:00,T1D0
25,2016-10-05 12:40:00,T3D1
150,2016-10-05 12:40:00,T3D0
8,2016-10-05 12:40:00,T2D0
15,2016-10-05 13:00:00,T1D1
162,2016-10-05 13:00:00,T1D0
32,2016-10-05 13:00:00,T3D1
137,2016-10-05 13:00:00,T3D0
8,2016-10-05 13:00:00,T2D0
23,2016-10-05 13:20:00,T1D1
177,2016-10-05 13:20:00,T1D0
35,2016-10-05 13:20:00,T3D1
140,2016-10-05 13:20:00,T3D0
13,2016-10-05 13:20:00,T2D0
21,2016-10-05 13:40:00,T1D1
178,2016-10-05 13:40:00,T1D0
32,2016-10-05 13:40:00,T3D1
145,2016-10-05 13:40:00,T3D0
13,2016-10-05 13:40:00,T2D0
12,2016-10-05 14:00:00,T1D1
222,2016-10-05 14:00:00,T1D0
32,2016-10-05 14:00:00,T3D1
135,2016-10-05 14:00:00,T3D0
22,2016-10-05 14:00:00,T2D0
16,2016-10-05 14:20:00,T1D1
184,2016-10-05 14:20:00,T1D0
33,2016-10-05 14:20:00,T3D1
141,2016-10-05 14:20:00,T3D0
12,2016-10-05 14:20:00,T2D0
22,2016-10-05 14:40:00,T1D1
198,2016-10-05 14:40:00,T1D0
32,2016-10-05 14:40:00,T3D1
184,2016-10-05 14:40:00,T3D0
18,2016-10-05 14:40:00,T2D0
24,2016-10-05 15:00:00,T1D1
239,2016-10-05 15:00:00,T1D0
19,2016-10-05 15:00:00,T3D1
148,2016-10-05 15:00:00,T3D0
14,2016-10-05 15:00:00,T2D0
17,2016-10-05 15:20:00,T1D1
217,2016-10-05 15:20:00,T1D0
18,2016-10-05 15:20:00,T3D1
191,2016-10-05 15:20:00,T3D0
11,2016-10-05 15:20:00,T2D0
21,2016-10-05 15:40:00,T1D1
191,2016-10-05 15:40:00,T1D0
21,2016-10-05 15:40:00,T3D1
169,2016-10-05 15:40:00,T3D0
13,2016-10-05 15:40:00,T2D0
18,2016-10-05 16:00:00,T1D1
253,2016-10-05 16:00:00,T1D0
29,2016-10-05 16:00:00,T3D1
175,2016-10-05 16:00:00,T3D0
20,2016-10-05 16:00:00,T2D0
17,2016-10-05 16:20:00,T1D1
246,2016-10-05 16:20:00,T1D0
26,2016-10-05 16:20:00,T3D1
149,2016-10-05 16:20:00,T3D0
20,2016-10-05 16:20:00,T2D0
19,2016-10-05 16:40:00,T1D1
205,2016-10-05 16:40:00,T1D0
14,2016-10-05 16:40:00,T3D1
176,2016-10-05 16:40:00,T3D0
19,2016-10-05 16:40:00,T2D0
10,2016-10-05 17:00:00,T1D1
163,2016-10-05 17:00:00,T1D0
8,2016-10-05 17:00:00,T3D1
154,2016-10-05 17:00:00,T3D0
23,2016-10-05 17:00:00,T2D0
16,2016-10-05 17:20:00,T1D1
179,2016-10-05 17:20:00,T1D0
16,2016-10-05 17:20:00,T3D1
129,2016-10-05 17:20:00,T3D0
16,2016-10-05 17:20:00,T2D0
17,2016-10-05 17:40:00,T1D1
215,2016-10-05 17:40:00,T1D0
12,2016-10-05 17:40:00,T3D1
108,2016-10-05 17:40:00,T3D0
12,2016-10-05 17:40:00,T2D0
12,2016-10-05 18:00:00,T1D1
189,2016-10-05 18:00:00,T1D0
10,2016-10-05 18:00:00,T3D1
111,2016-10-05 18:00:00,T3D0
10,2016-10-05 18:00:00,T2D0
18,2016-10-05 18:20:00,T1D1
175,2016-10-05 18:20:00,T1D0
5,2016-10-05 18:20:00,T3D1
99,2016-10-05 18:20:00,T3D0
12,2016-10-05 18:20:00,T2D0
10,2016-10-05 18:40:00,T1D1
128,2016-10-05 18:40:00,T1D0
9,2016-10-05 18:40:00,T3D1
99,2016-10-05 18:40:00,T3D0
5,2016-10-05 18:40:00,T2D0
10,2016-10-05 19:00:00,T1D1
107,2016-10-05 19:00:00,T1D0
13,2016-10-05 19:00:00,T3D1
100,2016-10-05 19:00:00,T3D0
4,2016-10-05 19:00:00,T2D0
2,2016-10-05 19:20:00,T1D1
162,2016-10-05 19:20:00,T1D0
13,2016-10-05 19:20:00,T3D1
68,2016-10-05 19:20:00,T3D0
6,2016-10-05 19:40:00,T1D1
140,2016-10-05 19:40:00,T1D0
11,2016-10-05 19:40:00,T3D1
83,2016-10-05 19:40:00,T3D0
10,2016-10-05 20:00:00,T1D1
152,2016-10-05 20:00:00,T1D0
12,2016-10-05 20:00:00,T3D1
94,2016-10-05 20:00:00,T3D0
9,2016-10-05 20:00:00,T2D0
14,2016-10-05 20:20:00,T1D1
149,2016-10-05 20:20:00,T1D0
13,2016-10-05 20:20:00,T3D1
84,2016-10-05 20:20:00,T3D0
10,2016-10-05 20:20:00,T2D0
5,2016-10-05 20:40:00,T1D1
145,2016-10-05 20:40:00,T1D0
12,2016-10-05 20:40:00,T3D1
90,2016-10-05 20:40:00,T3D0
6,2016-10-05 20:40:00,T2D0
1,2016-10-05 21:00:00,T1D1
125,2016-10-05 21:00:00,T1D0
10,2016-10-05 21:00:00,T3D1
96,2016-10-05 21:00:00,T3D0
7,2016-10-05 21:00:00,T2D0
5,2016-10-05 21:20:00,T1D1
93,2016-10-05 21:20:00,T1D0
5,2016-10-05 21:20:00,T3D1
80,2016-10-05 21:20:00,T3D0
7,2016-10-05 21:20:00,T2D0
9,2016-10-05 21:40:00,T1D1
52,2016-10-05 21:40:00,T1D0
7,2016-10-05 21:40:00,T3D1
53,2016-10-05 21:40:00,T3D0
4,2016-10-05 21:40:00,T2D0
3,2016-10-05 22:00:00,T1D1
43,2016-10-05 22:00:00,T1D0
2,2016-10-05 22:00:00,T3D1
44,2016-10-05 22:00:00,T3D0
4,2016-10-05 22:00:00,T2D0
3,2016-10-05 22:20:00,T1D1
43,2016-10-05 22:20:00,T1D0
2,2016-10-05 22:20:00,T3D1
42,2016-10-05 22:20:00,T3D0
2,2016-10-05 22:20:00,T2D0
5,2016-10-05 22:40:00,T1D1
43,2016-10-05 22:40:00,T1D0
7,2016-10-05 22:40:00,T3D1
34,2016-10-05 22:40:00,T3D0
1,2016-10-05 22:40:00,T2D0
3,2016-10-05 23:00:00,T1D1
27,2016-10-05 23:00:00,T1D0
2,2016-10-05 23:00:00,T3D1
11,2016-10-05 23:00:00,T3D0
1,2016-10-05 23:00:00,T2D0
6,2016-10-05 23:20:00,T1D1
23,2016-10-05 23:20:00,T1D0
4,2016-10-05 23:20:00,T3D1
4,2016-10-05 23:20:00,T3D0
4,2016-10-05 23:40:00,T1D1
26,2016-10-05 23:40:00,T1D0
7,2016-10-05 23:40:00,T3D1
20,2016-10-05 23:40:00,T3D0
