"intersection_id","tollgate_id","time_window","avg_travel_time","sum_travel_time"
"A","3","[2016-09-14 01:40:00,2016-09-14 02:00:00)","124.48","248.97"
"A","3","[2016-09-14 02:40:00,2016-09-14 03:00:00)","89.49","268.47"
"A","3","[2016-09-14 03:20:00,2016-09-14 03:40:00)","128.33","128.33"
"A","3","[2016-09-14 03:40:00,2016-09-14 04:00:00)","90.65","90.65"
"A","3","[2016-09-14 04:00:00,2016-09-14 04:20:00)","99.1","198.2"
"A","3","[2016-09-14 04:40:00,2016-09-14 05:00:00)","131.39","131.39"
"A","3","[2016-09-14 05:00:00,2016-09-14 05:20:00)","109.67","219.35"
"A","3","[2016-09-14 05:20:00,2016-09-14 05:40:00)","73.0","73.0"
"A","3","[2016-09-14 06:00:00,2016-09-14 06:20:00)","97.37","778.96"
"A","3","[2016-09-14 06:20:00,2016-09-14 06:40:00)","123.16","123.16"
"A","3","[2016-09-14 06:40:00,2016-09-14 07:00:00)","100.4","602.39"
"A","3","[2016-09-14 07:00:00,2016-09-14 07:20:00)","101.65","609.89"
"A","3","[2016-09-14 07:20:00,2016-09-14 07:40:00)","141.5","565.99"
"A","3","[2016-09-14 08:00:00,2016-09-14 08:20:00)","110.8","775.6"
"A","3","[2016-09-14 08:20:00,2016-09-14 08:40:00)","153.04","612.17"
"A","3","[2016-09-14 08:40:00,2016-09-14 09:00:00)","161.17","644.67"
"A","3","[2016-09-14 09:00:00,2016-09-14 09:20:00)","97.76","391.05"
"A","3","[2016-09-14 09:20:00,2016-09-14 09:40:00)","131.94","923.6"
"A","3","[2016-09-14 09:40:00,2016-09-14 10:00:00)","125.05","1000.37"
"A","3","[2016-09-14 10:00:00,2016-09-14 10:20:00)","144.1","1441.03"
"A","3","[2016-09-14 10:20:00,2016-09-14 10:40:00)","121.95","731.72"
"A","3","[2016-09-14 10:40:00,2016-09-14 11:00:00)","115.9","1738.45"
"A","3","[2016-09-14 11:00:00,2016-09-14 11:20:00)","116.39","931.1"
"A","3","[2016-09-14 11:20:00,2016-09-14 11:40:00)","95.68","382.71"
"A","3","[2016-09-14 11:40:00,2016-09-14 12:00:00)","199.88","1399.15"
"A","3","[2016-09-14 12:00:00,2016-09-14 12:20:00)","133.43","1200.91"
"A","3","[2016-09-14 12:20:00,2016-09-14 12:40:00)","112.42","786.97"
"A","3","[2016-09-14 12:40:00,2016-09-14 13:00:00)","159.65","957.9"
"A","3","[2016-09-14 13:00:00,2016-09-14 13:20:00)","131.95","1187.58"
"A","3","[2016-09-14 13:20:00,2016-09-14 13:40:00)","161.36","2097.69"
"A","3","[2016-09-14 13:40:00,2016-09-14 14:00:00)","132.86","664.3"
"A","3","[2016-09-14 14:00:00,2016-09-14 14:20:00)","139.33","835.95"
"A","3","[2016-09-14 14:20:00,2016-09-14 14:40:00)","133.04","1064.3"
"A","3","[2016-09-14 14:40:00,2016-09-14 15:00:00)","154.59","2009.7"
"A","3","[2016-09-14 15:00:00,2016-09-14 15:20:00)","149.29","1194.29"
"A","3","[2016-09-14 15:20:00,2016-09-14 15:40:00)","143.52","1004.63"
"A","3","[2016-09-14 15:40:00,2016-09-14 16:00:00)","179.68","1796.78"
"A","3","[2016-09-14 16:00:00,2016-09-14 16:20:00)","129.8","908.62"
"A","3","[2016-09-14 16:20:00,2016-09-14 16:40:00)","141.81","1559.94"
"A","3","[2016-09-14 16:40:00,2016-09-14 17:00:00)","148.68","1784.11"
"A","3","[2016-09-14 17:00:00,2016-09-14 17:20:00)","164.61","987.69"
"A","3","[2016-09-14 17:20:00,2016-09-14 17:40:00)","127.43","1529.12"
"A","3","[2016-09-14 17:40:00,2016-09-14 18:00:00)","107.59","860.75"
"A","3","[2016-09-14 18:00:00,2016-09-14 18:20:00)","109.21","873.66"
"A","3","[2016-09-14 18:20:00,2016-09-14 18:40:00)","139.11","834.65"
"A","3","[2016-09-14 18:40:00,2016-09-14 19:00:00)","91.82","734.55"
"A","3","[2016-09-14 19:00:00,2016-09-14 19:20:00)","129.44","776.66"
"A","3","[2016-09-14 19:20:00,2016-09-14 19:40:00)","117.94","1297.38"
"A","3","[2016-09-14 19:40:00,2016-09-14 20:00:00)","115.14","460.56"
"A","3","[2016-09-14 20:00:00,2016-09-14 20:20:00)","115.19","691.16"
"A","3","[2016-09-14 20:20:00,2016-09-14 20:40:00)","117.64","588.21"
"A","3","[2016-09-14 20:40:00,2016-09-14 21:00:00)","103.36","516.81"
"A","3","[2016-09-14 21:00:00,2016-09-14 21:20:00)","199.32","1195.89"
"A","3","[2016-09-14 21:20:00,2016-09-14 21:40:00)","91.88","183.75"
"A","3","[2016-09-14 21:40:00,2016-09-14 22:00:00)","96.31","385.23"
"A","3","[2016-09-14 22:00:00,2016-09-14 22:20:00)","124.29","372.87"
"A","3","[2016-09-14 22:20:00,2016-09-14 22:40:00)","84.61","169.22"
"A","3","[2016-09-14 22:40:00,2016-09-14 23:00:00)","74.67","74.67"
"A","3","[2016-09-14 23:00:00,2016-09-14 23:20:00)","83.46","166.91"
"A","3","[2016-09-14 23:20:00,2016-09-14 23:40:00)","87.28","261.85"
"A","3","[2016-09-15 00:00:00,2016-09-15 00:20:00)","59.6","59.6"
"A","3","[2016-09-15 00:20:00,2016-09-15 00:40:00)","99.62","99.62"
"A","3","[2016-09-15 00:40:00,2016-09-15 01:00:00)","93.01","93.01"
"A","3","[2016-09-15 01:00:00,2016-09-15 01:20:00)","67.0","134.01"
"A","3","[2016-09-15 01:20:00,2016-09-15 01:40:00)","101.36","101.36"
"A","3","[2016-09-15 02:40:00,2016-09-15 03:00:00)","25.87","25.87"
"A","3","[2016-09-15 03:40:00,2016-09-15 04:00:00)","453.42","906.83"
"A","3","[2016-09-15 04:00:00,2016-09-15 04:20:00)","140.05","140.05"
"A","3","[2016-09-15 04:40:00,2016-09-15 05:00:00)","67.2","67.2"
"A","3","[2016-09-15 05:20:00,2016-09-15 05:40:00)","110.76","110.76"
"A","3","[2016-09-15 05:40:00,2016-09-15 06:00:00)","88.57","177.14"
"A","3","[2016-09-15 06:00:00,2016-09-15 06:20:00)","85.36","170.72"
"A","3","[2016-09-15 06:20:00,2016-09-15 06:40:00)","104.05","520.27"
"A","3","[2016-09-15 06:40:00,2016-09-15 07:00:00)","115.02","230.04"
"A","3","[2016-09-15 07:00:00,2016-09-15 07:20:00)","146.35","146.35"
"A","3","[2016-09-15 07:20:00,2016-09-15 07:40:00)","97.99","293.97"
"A","3","[2016-09-15 07:40:00,2016-09-15 08:00:00)","95.23","571.37"
"A","3","[2016-09-15 08:00:00,2016-09-15 08:20:00)","81.41","162.81"
"A","3","[2016-09-15 08:20:00,2016-09-15 08:40:00)","145.76","583.05"
"A","3","[2016-09-15 08:40:00,2016-09-15 09:00:00)","141.43","565.7"
"A","3","[2016-09-15 09:00:00,2016-09-15 09:20:00)","111.16","1111.55"
"A","3","[2016-09-15 09:20:00,2016-09-15 09:40:00)","107.79","862.31"
"A","3","[2016-09-15 09:40:00,2016-09-15 10:00:00)","113.88","1366.6"
"A","3","[2016-09-15 10:00:00,2016-09-15 10:20:00)","91.7","917.0"
"A","3","[2016-09-15 10:20:00,2016-09-15 10:40:00)","99.6","996.05"
"A","3","[2016-09-15 10:40:00,2016-09-15 11:00:00)","99.17","297.51"
"A","3","[2016-09-15 11:00:00,2016-09-15 11:20:00)","112.02","1120.24"
"A","3","[2016-09-15 11:20:00,2016-09-15 11:40:00)","131.53","1183.81"
"A","3","[2016-09-15 11:40:00,2016-09-15 12:00:00)","125.96","1133.6"
"A","3","[2016-09-15 12:00:00,2016-09-15 12:20:00)","109.87","988.86"
"A","3","[2016-09-15 12:20:00,2016-09-15 12:40:00)","92.93","464.64"
"A","3","[2016-09-15 12:40:00,2016-09-15 13:00:00)","101.17","404.67"
"A","3","[2016-09-15 13:00:00,2016-09-15 13:20:00)","87.96","439.79"
"A","3","[2016-09-15 13:20:00,2016-09-15 13:40:00)","103.69","518.46"
"A","3","[2016-09-15 13:40:00,2016-09-15 14:00:00)","115.77","810.4"
"A","3","[2016-09-15 14:00:00,2016-09-15 14:20:00)","108.54","976.9"
"A","3","[2016-09-15 14:20:00,2016-09-15 14:40:00)","121.8","487.19"
"A","3","[2016-09-15 14:40:00,2016-09-15 15:00:00)","147.4","1473.95"
"A","3","[2016-09-15 15:00:00,2016-09-15 15:20:00)","498.84","3491.91"
"A","3","[2016-09-15 15:20:00,2016-09-15 15:40:00)","118.54","711.26"
"A","3","[2016-09-15 15:40:00,2016-09-15 16:00:00)","112.31","561.54"
"A","3","[2016-09-15 16:00:00,2016-09-15 16:20:00)","121.36","606.79"
"A","3","[2016-09-15 16:20:00,2016-09-15 16:40:00)","110.19","771.33"
"A","3","[2016-09-15 16:40:00,2016-09-15 17:00:00)","138.38","1245.45"
"A","3","[2016-09-15 17:00:00,2016-09-15 17:20:00)","113.22","905.78"
"A","3","[2016-09-15 17:20:00,2016-09-15 17:40:00)","113.15","792.05"
"A","3","[2016-09-15 17:40:00,2016-09-15 18:00:00)","118.14","472.54"
"A","3","[2016-09-15 18:00:00,2016-09-15 18:20:00)","123.77","247.54"
"A","3","[2016-09-15 18:20:00,2016-09-15 18:40:00)","113.67","454.69"
"A","3","[2016-09-15 18:40:00,2016-09-15 19:00:00)","131.99","1187.93"
"A","3","[2016-09-15 19:00:00,2016-09-15 19:20:00)","120.82","483.29"
"A","3","[2016-09-15 19:20:00,2016-09-15 19:40:00)","145.53","291.05"
"A","3","[2016-09-15 19:40:00,2016-09-15 20:00:00)","137.82","551.27"
"A","3","[2016-09-15 20:20:00,2016-09-15 20:40:00)","124.73","249.45"
"A","3","[2016-09-15 20:40:00,2016-09-15 21:00:00)","267.03","267.03"
"A","3","[2016-09-15 21:20:00,2016-09-15 21:40:00)","109.0","109.0"
"A","3","[2016-09-15 21:40:00,2016-09-15 22:00:00)","163.61","654.43"
"A","3","[2016-09-15 22:00:00,2016-09-15 22:20:00)","100.35","100.35"
"A","3","[2016-09-15 22:20:00,2016-09-15 22:40:00)","124.75","374.26"
"A","3","[2016-09-15 22:40:00,2016-09-15 23:00:00)","165.3","165.3"
"A","3","[2016-09-15 23:00:00,2016-09-15 23:20:00)","335.86","671.72"
"A","3","[2016-09-15 23:20:00,2016-09-15 23:40:00)","117.12","351.37"
"A","3","[2016-09-16 02:00:00,2016-09-16 02:20:00)","58.04","58.04"
"A","3","[2016-09-16 02:20:00,2016-09-16 02:40:00)","86.43","86.43"
"A","3","[2016-09-16 04:40:00,2016-09-16 05:00:00)","116.75","116.75"
"A","3","[2016-09-16 05:40:00,2016-09-16 06:00:00)","90.77","90.77"
"A","3","[2016-09-16 06:20:00,2016-09-16 06:40:00)","20.78","20.78"
"A","3","[2016-09-16 06:40:00,2016-09-16 07:00:00)","99.9","299.7"
"A","3","[2016-09-16 07:00:00,2016-09-16 07:20:00)","90.27","270.82"
"A","3","[2016-09-16 07:20:00,2016-09-16 07:40:00)","108.34","433.37"
"A","3","[2016-09-16 07:40:00,2016-09-16 08:00:00)","111.38","445.5"
"A","3","[2016-09-16 08:00:00,2016-09-16 08:20:00)","89.0","89.0"
"A","3","[2016-09-16 08:20:00,2016-09-16 08:40:00)","77.89","77.89"
"A","3","[2016-09-16 08:40:00,2016-09-16 09:00:00)","124.63","1121.66"
"A","3","[2016-09-16 09:00:00,2016-09-16 09:20:00)","94.77","663.39"
"A","3","[2016-09-16 09:20:00,2016-09-16 09:40:00)","108.04","756.28"
"A","3","[2016-09-16 09:40:00,2016-09-16 10:00:00)","104.23","521.13"
"A","3","[2016-09-16 10:00:00,2016-09-16 10:20:00)","91.64","1099.7"
"A","3","[2016-09-16 10:20:00,2016-09-16 10:40:00)","147.03","1176.24"
"A","3","[2016-09-16 10:40:00,2016-09-16 11:00:00)","99.75","997.51"
"A","3","[2016-09-16 11:00:00,2016-09-16 11:20:00)","107.85","215.7"
"A","3","[2016-09-16 11:20:00,2016-09-16 11:40:00)","86.97","347.9"
"A","3","[2016-09-16 11:40:00,2016-09-16 12:00:00)","103.42","413.67"
"A","3","[2016-09-16 12:00:00,2016-09-16 12:20:00)","91.42","639.94"
"A","3","[2016-09-16 12:20:00,2016-09-16 12:40:00)","101.11","303.33"
"A","3","[2016-09-16 12:40:00,2016-09-16 13:00:00)","102.25","613.48"
"A","3","[2016-09-16 13:00:00,2016-09-16 13:20:00)","113.25","1019.28"
"A","3","[2016-09-16 13:20:00,2016-09-16 13:40:00)","108.06","864.5"
"A","3","[2016-09-16 13:40:00,2016-09-16 14:00:00)","120.31","1684.36"
"A","3","[2016-09-16 14:00:00,2016-09-16 14:20:00)","111.63","1339.54"
"A","3","[2016-09-16 14:20:00,2016-09-16 14:40:00)","121.01","1331.13"
"A","3","[2016-09-16 14:40:00,2016-09-16 15:00:00)","121.18","1332.94"
"A","3","[2016-09-16 15:00:00,2016-09-16 15:20:00)","94.92","854.3"
"A","3","[2016-09-16 15:20:00,2016-09-16 15:40:00)","118.41","473.66"
"A","3","[2016-09-16 15:40:00,2016-09-16 16:00:00)","93.56","187.11"
"A","3","[2016-09-16 16:00:00,2016-09-16 16:20:00)","101.5","710.51"
"A","3","[2016-09-16 16:20:00,2016-09-16 16:40:00)","132.05","1452.58"
"A","3","[2016-09-16 16:40:00,2016-09-16 17:00:00)","94.68","662.74"
"A","3","[2016-09-16 17:00:00,2016-09-16 17:20:00)","114.45","801.17"
"A","3","[2016-09-16 17:20:00,2016-09-16 17:40:00)","107.52","752.64"
"A","3","[2016-09-16 17:40:00,2016-09-16 18:00:00)","116.46","1048.15"
"A","3","[2016-09-16 18:00:00,2016-09-16 18:20:00)","116.54","932.31"
"A","3","[2016-09-16 18:20:00,2016-09-16 18:40:00)","102.07","510.37"
"A","3","[2016-09-16 18:40:00,2016-09-16 19:00:00)","97.61","488.07"
"A","3","[2016-09-16 19:00:00,2016-09-16 19:20:00)","107.85","1186.38"
"A","3","[2016-09-16 19:20:00,2016-09-16 19:40:00)","93.63","187.26"
"A","3","[2016-09-16 19:40:00,2016-09-16 20:00:00)","107.98","323.94"
"A","3","[2016-09-16 20:00:00,2016-09-16 20:20:00)","99.94","199.87"
"A","3","[2016-09-16 20:20:00,2016-09-16 20:40:00)","131.13","1049.04"
"A","3","[2016-09-16 20:40:00,2016-09-16 21:00:00)","118.52","592.6"
"A","3","[2016-09-16 21:00:00,2016-09-16 21:20:00)","106.4","319.19"
"A","3","[2016-09-16 21:20:00,2016-09-16 21:40:00)","102.27","204.53"
"A","3","[2016-09-16 21:40:00,2016-09-16 22:00:00)","85.41","170.81"
"A","3","[2016-09-16 22:00:00,2016-09-16 22:20:00)","88.04","176.08"
"A","3","[2016-09-16 22:40:00,2016-09-16 23:00:00)","82.75","165.49"
"A","3","[2016-09-16 23:20:00,2016-09-16 23:40:00)","77.29","77.29"
"A","3","[2016-09-16 23:40:00,2016-09-17 00:00:00)","83.35","166.71"
"A","3","[2016-09-17 00:00:00,2016-09-17 00:20:00)","27.52","27.52"
"A","3","[2016-09-17 00:20:00,2016-09-17 00:40:00)","122.73","245.45"
"A","3","[2016-09-17 01:00:00,2016-09-17 01:20:00)","101.79","101.79"
"A","3","[2016-09-17 01:40:00,2016-09-17 02:00:00)","96.13","192.25"
"A","3","[2016-09-17 02:40:00,2016-09-17 03:00:00)","116.31","232.61"
"A","3","[2016-09-17 04:40:00,2016-09-17 05:00:00)","85.55","85.55"
"A","3","[2016-09-17 05:00:00,2016-09-17 05:20:00)","97.15","194.29"
"A","3","[2016-09-17 05:20:00,2016-09-17 05:40:00)","98.97","98.97"
"A","3","[2016-09-17 06:00:00,2016-09-17 06:20:00)","126.67","126.67"
"A","3","[2016-09-17 06:20:00,2016-09-17 06:40:00)","77.59","77.59"
"A","3","[2016-09-17 06:40:00,2016-09-17 07:00:00)","100.87","706.06"
"A","3","[2016-09-17 07:00:00,2016-09-17 07:20:00)","88.59","265.77"
"A","3","[2016-09-17 07:20:00,2016-09-17 07:40:00)","106.54","745.76"
"A","3","[2016-09-17 07:40:00,2016-09-17 08:00:00)","85.8","514.8"
"A","3","[2016-09-17 08:00:00,2016-09-17 08:20:00)","104.25","104.25"
"A","3","[2016-09-17 08:20:00,2016-09-17 08:40:00)","104.39","1043.86"
"A","3","[2016-09-17 08:40:00,2016-09-17 09:00:00)","90.94","636.56"
"A","3","[2016-09-17 09:00:00,2016-09-17 09:20:00)","103.92","727.42"
"A","3","[2016-09-17 09:20:00,2016-09-17 09:40:00)","124.43","870.98"
"A","3","[2016-09-17 09:40:00,2016-09-17 10:00:00)","132.77","1194.97"
"A","3","[2016-09-17 10:00:00,2016-09-17 10:20:00)","103.11","1031.09"
"A","3","[2016-09-17 10:20:00,2016-09-17 10:40:00)","132.06","792.35"
"A","3","[2016-09-17 10:40:00,2016-09-17 11:00:00)","124.92","1374.09"
"A","3","[2016-09-17 11:00:00,2016-09-17 11:20:00)","106.95","320.85"
"A","3","[2016-09-17 11:20:00,2016-09-17 11:40:00)","88.59","620.16"
"A","3","[2016-09-17 11:40:00,2016-09-17 12:00:00)","107.36","644.16"
"A","3","[2016-09-17 12:00:00,2016-09-17 12:20:00)","100.46","703.21"
"A","3","[2016-09-17 12:20:00,2016-09-17 12:40:00)","91.58","549.45"
"A","3","[2016-09-17 12:40:00,2016-09-17 13:00:00)","135.65","949.56"
"A","3","[2016-09-17 13:00:00,2016-09-17 13:20:00)","92.74","278.21"
"A","3","[2016-09-17 13:20:00,2016-09-17 13:40:00)","95.33","1048.58"
"A","3","[2016-09-17 13:40:00,2016-09-17 14:00:00)","138.53","2216.55"
"A","3","[2016-09-17 14:00:00,2016-09-17 14:20:00)","154.93","1084.49"
"A","3","[2016-09-17 14:20:00,2016-09-17 14:40:00)","142.83","856.98"
"A","3","[2016-09-17 14:40:00,2016-09-17 15:00:00)","190.58","952.89"
"A","3","[2016-09-17 15:00:00,2016-09-17 15:20:00)","159.04","636.15"
"A","3","[2016-09-17 15:20:00,2016-09-17 15:40:00)","206.52","826.09"
"A","3","[2016-09-17 15:40:00,2016-09-17 16:00:00)","148.61","1931.87"
"A","3","[2016-09-17 16:00:00,2016-09-17 16:20:00)","136.07","680.35"
"A","3","[2016-09-17 16:20:00,2016-09-17 16:40:00)","153.03","1377.23"
"A","3","[2016-09-17 16:40:00,2016-09-17 17:00:00)","149.83","1048.79"
"A","3","[2016-09-17 17:00:00,2016-09-17 17:20:00)","145.43","1599.78"
"A","3","[2016-09-17 17:20:00,2016-09-17 17:40:00)","95.67","765.38"
"A","3","[2016-09-17 17:40:00,2016-09-17 18:00:00)","135.42","1760.43"
"A","3","[2016-09-17 18:00:00,2016-09-17 18:20:00)","151.02","1359.2"
"A","3","[2016-09-17 18:20:00,2016-09-17 18:40:00)","111.69","893.49"
"A","3","[2016-09-17 18:40:00,2016-09-17 19:00:00)","108.31","433.25"
"A","3","[2016-09-17 19:00:00,2016-09-17 19:20:00)","163.07","1141.48"
"A","3","[2016-09-17 19:20:00,2016-09-17 19:40:00)","99.83","598.97"
"A","3","[2016-09-17 19:40:00,2016-09-17 20:00:00)","106.52","745.62"
"A","3","[2016-09-17 20:00:00,2016-09-17 20:20:00)","118.74","356.23"
"A","3","[2016-09-17 20:20:00,2016-09-17 20:40:00)","107.32","858.54"
"A","3","[2016-09-17 20:40:00,2016-09-17 21:00:00)","111.64","334.91"
"A","3","[2016-09-17 21:00:00,2016-09-17 21:20:00)","102.62","205.23"
"A","3","[2016-09-17 21:20:00,2016-09-17 21:40:00)","92.92","464.62"
"A","3","[2016-09-17 21:40:00,2016-09-17 22:00:00)","161.54","161.54"
"A","3","[2016-09-17 22:00:00,2016-09-17 22:20:00)","74.07","74.07"
"A","3","[2016-09-17 22:20:00,2016-09-17 22:40:00)","112.64","337.93"
"A","3","[2016-09-17 22:40:00,2016-09-17 23:00:00)","76.36","152.71"
"A","3","[2016-09-17 23:00:00,2016-09-17 23:20:00)","88.86","444.3"
"A","3","[2016-09-17 23:20:00,2016-09-17 23:40:00)","329.27","658.55"
"A","3","[2016-09-18 00:00:00,2016-09-18 00:20:00)","32.3","64.6"
"A","3","[2016-09-18 00:20:00,2016-09-18 00:40:00)","73.4","73.4"
"A","3","[2016-09-18 00:40:00,2016-09-18 01:00:00)","109.34","218.69"
"A","3","[2016-09-18 01:00:00,2016-09-18 01:20:00)","56.12","56.12"
"A","3","[2016-09-18 01:20:00,2016-09-18 01:40:00)","87.7","87.7"
"A","3","[2016-09-18 01:40:00,2016-09-18 02:00:00)","87.05","174.1"
"A","3","[2016-09-18 03:20:00,2016-09-18 03:40:00)","91.35","91.35"
"A","3","[2016-09-18 04:20:00,2016-09-18 04:40:00)","112.44","224.88"
"A","3","[2016-09-18 04:40:00,2016-09-18 05:00:00)","83.86","83.86"
"A","3","[2016-09-18 05:40:00,2016-09-18 06:00:00)","80.4","160.79"
"A","3","[2016-09-18 06:00:00,2016-09-18 06:20:00)","86.25","258.75"
"A","3","[2016-09-18 06:20:00,2016-09-18 06:40:00)","96.14","384.56"
"A","3","[2016-09-18 06:40:00,2016-09-18 07:00:00)","115.46","692.76"
"A","3","[2016-09-18 07:00:00,2016-09-18 07:20:00)","220.03","220.03"
"A","3","[2016-09-18 07:20:00,2016-09-18 07:40:00)","130.09","520.35"
"A","3","[2016-09-18 07:40:00,2016-09-18 08:00:00)","130.09","1300.93"
"A","3","[2016-09-18 08:00:00,2016-09-18 08:20:00)","192.95","1350.64"
"A","3","[2016-09-18 08:20:00,2016-09-18 08:40:00)","143.88","1870.5"
"A","3","[2016-09-18 08:40:00,2016-09-18 09:00:00)","141.09","1410.94"
"A","3","[2016-09-18 09:00:00,2016-09-18 09:20:00)","137.96","1241.65"
"A","3","[2016-09-18 09:20:00,2016-09-18 09:40:00)","221.57","2215.72"
"A","3","[2016-09-18 09:40:00,2016-09-18 10:00:00)","93.02","1023.23"
"A","3","[2016-09-18 10:00:00,2016-09-18 10:20:00)","110.05","990.41"
"A","3","[2016-09-18 10:20:00,2016-09-18 10:40:00)","98.83","889.46"
"A","3","[2016-09-18 10:40:00,2016-09-18 11:00:00)","89.93","449.63"
"A","3","[2016-09-18 11:00:00,2016-09-18 11:20:00)","111.24","667.43"
"A","3","[2016-09-18 11:20:00,2016-09-18 11:40:00)","99.68","996.83"
"A","3","[2016-09-18 11:40:00,2016-09-18 12:00:00)","127.42","382.25"
"A","3","[2016-09-18 12:00:00,2016-09-18 12:20:00)","83.36","666.91"
"A","3","[2016-09-18 12:20:00,2016-09-18 12:40:00)","103.72","622.31"
"A","3","[2016-09-18 12:40:00,2016-09-18 13:00:00)","98.46","984.56"
"A","3","[2016-09-18 13:00:00,2016-09-18 13:20:00)","121.38","485.5"
"A","3","[2016-09-18 13:20:00,2016-09-18 13:40:00)","100.66","1509.92"
"A","3","[2016-09-18 13:40:00,2016-09-18 14:00:00)","104.42","1253.09"
"A","3","[2016-09-18 14:00:00,2016-09-18 14:20:00)","86.47","951.14"
"A","3","[2016-09-18 14:20:00,2016-09-18 14:40:00)","102.82","822.53"
"A","3","[2016-09-18 14:40:00,2016-09-18 15:00:00)","99.53","895.75"
"A","3","[2016-09-18 15:00:00,2016-09-18 15:20:00)","96.77","387.06"
"A","3","[2016-09-18 15:20:00,2016-09-18 15:40:00)","122.27","733.64"
"A","3","[2016-09-18 15:40:00,2016-09-18 16:00:00)","129.28","775.69"
"A","3","[2016-09-18 16:00:00,2016-09-18 16:20:00)","108.09","648.57"
"A","3","[2016-09-18 16:20:00,2016-09-18 16:40:00)","103.71","933.39"
"A","3","[2016-09-18 16:40:00,2016-09-18 17:00:00)","103.45","931.08"
"A","3","[2016-09-18 17:00:00,2016-09-18 17:20:00)","111.77","670.62"
"A","3","[2016-09-18 17:20:00,2016-09-18 17:40:00)","99.74","598.45"
"A","3","[2016-09-18 17:40:00,2016-09-18 18:00:00)","98.78","1481.68"
"A","3","[2016-09-18 18:00:00,2016-09-18 18:20:00)","119.18","715.08"
"A","3","[2016-09-18 18:20:00,2016-09-18 18:40:00)","126.85","634.27"
"A","3","[2016-09-18 18:40:00,2016-09-18 19:00:00)","120.82","845.74"
"A","3","[2016-09-18 19:00:00,2016-09-18 19:20:00)","111.97","783.81"
"A","3","[2016-09-18 19:20:00,2016-09-18 19:40:00)","127.01","762.09"
"A","3","[2016-09-18 19:40:00,2016-09-18 20:00:00)","103.1","309.31"
"A","3","[2016-09-18 20:00:00,2016-09-18 20:20:00)","98.12","196.24"
"A","3","[2016-09-18 20:20:00,2016-09-18 20:40:00)","104.61","732.26"
"A","3","[2016-09-18 20:40:00,2016-09-18 21:00:00)","116.7","233.4"
"A","3","[2016-09-18 21:20:00,2016-09-18 21:40:00)","87.3","349.2"
"A","3","[2016-09-18 21:40:00,2016-09-18 22:00:00)","98.05","196.1"
"A","3","[2016-09-18 22:00:00,2016-09-18 22:20:00)","86.29","258.86"
"A","3","[2016-09-18 22:20:00,2016-09-18 22:40:00)","83.3","166.59"
"A","3","[2016-09-18 23:40:00,2016-09-19 00:00:00)","145.87","145.87"
"A","3","[2016-09-19 00:00:00,2016-09-19 00:20:00)","126.35","758.1"
"A","3","[2016-09-19 00:20:00,2016-09-19 00:40:00)","86.15","86.15"
"A","3","[2016-09-19 01:00:00,2016-09-19 01:20:00)","86.11","86.11"
"A","3","[2016-09-19 01:20:00,2016-09-19 01:40:00)","63.82","63.82"
"A","3","[2016-09-19 01:40:00,2016-09-19 02:00:00)","205.81","205.81"
"A","3","[2016-09-19 02:00:00,2016-09-19 02:20:00)","168.86","168.86"
"A","3","[2016-09-19 02:40:00,2016-09-19 03:00:00)","95.96","95.96"
"A","3","[2016-09-19 05:00:00,2016-09-19 05:20:00)","139.5","139.5"
"A","3","[2016-09-19 05:20:00,2016-09-19 05:40:00)","92.74","92.74"
"A","3","[2016-09-19 05:40:00,2016-09-19 06:00:00)","94.23","94.23"
"A","3","[2016-09-19 06:00:00,2016-09-19 06:20:00)","102.13","306.39"
"A","3","[2016-09-19 06:20:00,2016-09-19 06:40:00)","79.3","237.91"
"A","3","[2016-09-19 06:40:00,2016-09-19 07:00:00)","109.62","767.36"
"A","3","[2016-09-19 07:00:00,2016-09-19 07:20:00)","126.01","756.06"
"A","3","[2016-09-19 07:20:00,2016-09-19 07:40:00)","106.12","318.37"
"A","3","[2016-09-19 07:40:00,2016-09-19 08:00:00)","112.85","225.7"
"A","3","[2016-09-19 08:00:00,2016-09-19 08:20:00)","122.93","614.63"
"A","3","[2016-09-19 08:20:00,2016-09-19 08:40:00)","125.95","629.73"
"A","3","[2016-09-19 08:40:00,2016-09-19 09:00:00)","125.28","626.41"
"A","3","[2016-09-19 09:00:00,2016-09-19 09:20:00)","132.03","528.11"
"A","3","[2016-09-19 09:20:00,2016-09-19 09:40:00)","123.7","865.92"
"A","3","[2016-09-19 09:40:00,2016-09-19 10:00:00)","225.87","2032.86"
"A","3","[2016-09-19 10:00:00,2016-09-19 10:20:00)","194.35","1943.49"
"A","3","[2016-09-19 10:20:00,2016-09-19 10:40:00)","115.72","810.02"
"A","3","[2016-09-19 10:40:00,2016-09-19 11:00:00)","122.3","1100.7"
"A","3","[2016-09-19 11:00:00,2016-09-19 11:20:00)","96.19","577.16"
"A","3","[2016-09-19 11:20:00,2016-09-19 11:40:00)","110.79","997.07"
"A","3","[2016-09-19 11:40:00,2016-09-19 12:00:00)","106.3","956.72"
"A","3","[2016-09-19 12:00:00,2016-09-19 12:20:00)","96.76","774.05"
"A","3","[2016-09-19 12:20:00,2016-09-19 12:40:00)","89.49","447.47"
"A","3","[2016-09-19 12:40:00,2016-09-19 13:00:00)","97.31","389.25"
"A","3","[2016-09-19 13:00:00,2016-09-19 13:20:00)","113.08","791.55"
